Rank,University,Location,Overall Score,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score
301–350,Università Cattolica del Sacro Cuore,Italy,51.1–53.6,36.5,31.6,88.8,77.4,48.2
301–350,Università della Svizzera italiana,Switzerland,51.1–53.6,36.1,26.5,81.0,87.5,98.4
301–350,University of Bayreuth,Germany,51.1–53.6,38.9,41.2,66.1,81.7,67.5
301–350,University of Bremen,Germany,51.1–53.6,40.8,40.6,70.3,63.7,64.3
301–350,University of Colorado Denver/Anschutz Medical Campus,United States,51.1–53.6,34.1,25.4,93.6,73.1,36.9
301–350,University of Connecticut,United States,51.1–53.6,41.1,31.5,76.0,68.6,65.0
301–350,University of Dundee,United Kingdom,51.1–53.6,26.2,32.2,84.6,79.9,92.2
301–350,University of Electronic Science and Technology of China,China,51.1–53.6,35.6,37.2,80.7,98.3,33.7
301–350,University of Hohenheim,Germany,51.1–53.6,35.6,36.6,79.9,73.9,61.7
301–350,University of Innsbruck,Austria,51.1–53.6,33.2,35.9,68.6,83.0,94.1
301–350,University of Kiel,Germany,51.1–53.6,31.9,33.9,82.4,63.5,62.8
301–350,University of Milan,Italy,51.1–53.6,35.4,32.8,86.9,70.8,46.7
301–350,University of Pavia,Italy,51.1–53.6,38.3,34.4,80.3,81.8,51.5
301–350,University of Rome II – Tor Vergata,Italy,51.1–53.6,40.0,36.4,72.1,85.5,67.8
301–350,University of Sharjah,United Arab Emirates,51.1–53.6,22.0,27.1,94.6,44.1,98.6
301–350,University of South Australia,Australia,51.1–53.6,22.4,36.0,80.6,96.2,84.0
301–350,University of Tartu,Estonia,51.1–53.6,35.0,32.4,85.4,64.3,61.4
301–350,University of the Witwatersrand,South Africa,51.1–53.6,32.8,42.8,71.0,89.3,75.4
301–350,University of Trento,Italy,51.1–53.6,33.7,35.1,78.9,70.7,61.7
301–350,University of Turku,Finland,51.1–53.6,31.7,35.6,82.6,65.6,53.0
301–350,University of Victoria,Canada,51.1–53.6,29.6,37.1,81.7,65.8,86.5
301–350,Western Sydney University,Australia,51.1–53.6,24.8,31.5,88.3,56.0,87.9
301–350,Xiamen University,China,51.1–53.6,40.4,33.5,83.3,87.1,37.1
351–400,Amirkabir University of Technology,Iran,49.4–51.0,35.3,33.0,76.3,90.6,45.5
351–400,Aston University,United Kingdom,49.4–51.0,20.4,26.5,86.7,64.2,96.2
351–400,Autonomous University of Madrid,Spain,49.4–51.0,40.1,31.1,75.2,66.4,60.7
351–400,Brunel University of London,United Kingdom,49.4–51.0,24.7,27.9,80.6,60.7,98.3
351–400,"City, University of London",United Kingdom,49.4–51.0,27.8,30.3,76.8,58.5,95.1
351–400,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,49.4–51.0,48.0,38.5,66.4,88.3,29.9
351–400,Drexel University,United States,49.4–51.0,43.4,25.4,72.4,74.7,63.6
351–400,Dublin City University,Ireland,49.4–51.0,28.0,37.5,78.6,69.4,72.9
351–400,Edith Cowan University,Australia,49.4–51.0,20.9,26.5,87.5,70.9,88.4
351–400,Free University of Bozen-Bolzano,Italy,49.4–51.0,33.3,23.1,85.9,46.1,78.9
351–400,Hokkaido University,Japan,49.4–51.0,52.6,44.7,47.8,95.9,47.4
351–400,Illinois Institute of Technology,United States,49.4–51.0,41.8,26.7,70.8,92.2,74.0
351–400,IMT Atlantique,France,49.4–51.0,47.4,35.7,51.3,97.7,85.4
351–400,Institut Agro,France,49.4–51.0,47.7,35.6,60.7,70.7,63.8
351–400,Iran University of Science and Technology,Iran,49.4–51.0,33.5,36.3,78.8,84.2,27.8
351–400,Justus Liebig University Giessen,Germany,49.4–51.0,34.7,39.4,72.5,70.6,63.8
351–400,King Abdulaziz University,Saudi Arabia,49.4–51.0,29.2,23.8,89.6,63.8,72.9
351–400,Koç University,Turkey,49.4–51.0,32.0,41.3,70.1,89.6,58.4
351–400,Leibniz University Hannover,Germany,49.4–51.0,37.8,42.0,64.6,84.2,58.7
351–400,Middle East Technical University,Turkey,49.4–51.0,44.2,44.1,53.4,88.0,58.3
351–400,Montpellier University,France,49.4–51.0,38.4,34.7,72.3,68.5,68.8
351–400,Sabancı University,Turkey,49.4–51.0,31.0,38.4,72.6,97.2,67.2
351–400,University of Tsukuba,Japan,49.4–51.0,50.5,43.8,49.6,77.1,50.6
351–400,Zayed University,United Arab Emirates,49.4–51.0,27.8,26.5,85.9,53.4,74.3
401–500,Aix-Marseille University,France,46.0–49.2,43.5,27.5,66.7,63.8,76.6
401–500,Ajman University,United Arab Emirates,46.0–49.2,25.9,25.2,78.9,18.1,99.3
401–500,Al Ain University,United Arab Emirates,46.0–49.2,34.9,38.0,59.7,17.3,98.7
401–500,American University of the Middle East,Kuwait,46.0–49.2,36.2,25.0,69.5,25.3,85.6
401–500,Anna University,India,46.0–49.2,36.9,28.7,76.7,65.8,20.2
401–500,"Asia University, Taiwan",Taiwan,46.0–49.2,17.4,36.5,83.5,72.7,50.3
401–500,Auckland University of Technology,New Zealand,46.0–49.2,22.5,21.4,81.5,44.4,91.8
401–500,Australian Catholic University,Australia,46.0–49.2,16.7,25.4,97.1,25.0,86.1
401–500,Bangor University,United Kingdom,46.0–49.2,28.7,25.7,70.7,61.9,88.3
401–500,Beijing University of Chemical Technology,China,46.0–49.2,25.8,27.7,85.1,93.1,22.7
401–500,Bond University,Australia,46.0–49.2,27.7,21.7,85.5,24.7,80.5
401–500,Bournemouth University,United Kingdom,46.0–49.2,24.0,20.8,87.8,39.7,88.8
401–500,Brandeis University,United States,46.0–49.2,36.5,26.6,72.5,64.8,81.4
401–500,Charles Darwin University,Australia,46.0–49.2,22.7,30.3,76.2,44.8,80.6
401–500,Charles University,Czechia,46.0–49.2,37.0,33.0,64.5,61.4,65.5
401–500,Chongqing University,China,46.0–49.2,29.1,33.9,78.3,95.2,46.8
401–500,Chung-Ang University,South Korea,46.0–49.2,37.9,38.8,54.7,91.9,63.0
401–500,Claude Bernard University Lyon 1,France,46.0–49.2,39.8,26.9,63.3,71.1,63.6
401–500,Colorado School of Mines,United States,46.0–49.2,36.1,35.6,63.5,85.4,41.9
401–500,"Colorado State University, Fort Collins",United States,46.0–49.2,36.3,31.8,70.7,71.1,45.3
401–500,Dalian University of Technology,China,46.0–49.2,36.2,34.9,70.0,97.2,37.5
401–500,Federation University Australia,Australia,46.0–49.2,20.1,23.4,79.0,73.6,89.1
401–500,Florida International University,United States,46.0–49.2,32.1,32.1,74.3,64.5,49.9
401–500,George Mason University,United States,46.0–49.2,28.9,28.8,81.2,62.9,60.5
401–500,Gwangju Institute of Science and Technology (GIST),South Korea,46.0–49.2,48.2,39.4,51.7,99.7,45.9
401–500,Heriot-Watt University,United Kingdom,46.0–49.2,34.7,33.9,62.3,83.0,95.4
401–500,Iowa State University,United States,46.0–49.2,39.7,36.1,66.7,88.1,45.2
401–500,James Cook University,Australia,46.0–49.2,28.1,31.1,77.0,61.9,79.3
401–500,Johannes Kepler University of Linz,Austria,46.0–49.2,35.7,35.3,61.3,98.0,74.2
401–500,Kermanshah University of Medical Sciences,Iran,46.0–49.2,49.0,23.4,70.7,55.3,58.0
401–500,Leuphana University of Lüneburg,Germany,46.0–49.2,25.7,26.6,83.8,28.5,63.1
401–500,Mahatma Gandhi University,India,46.0–49.2,44.6,36.9,64.8,34.5,28.0
401–500,Missouri University of Science and Technology,United States,46.0–49.2,29.9,29.2,66.2,90.2,73.9
401–500,Mohammed VI Polytechnic University,Morocco,46.0–49.2,37.8,32.6,69.2,52.4,72.2
401–500,Murdoch University,Australia,46.0–49.2,24.0,28.2,79.8,71.5,94.5
401–500,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,46.0–49.2,33.9,38.0,63.9,95.0,54.6
401–500,National Tsing Hua University,Taiwan,46.0–49.2,35.1,43.6,59.5,99.8,46.7
401–500,National Yang Ming Chiao Tung University (NYCU),Taiwan,46.0–49.2,42.8,43.2,54.7,99.9,39.8
401–500,Northumbria University,United Kingdom,46.0–49.2,23.1,25.0,80.0,47.3,90.2
401–500,Polytechnic University of Turin,Italy,46.0–49.2,30.5,30.5,74.2,86.9,53.8
401–500,Prince Sultan University (PSU),Saudi Arabia,46.0–49.2,21.1,22.8,90.5,35.5,84.6
401–500,Quaid-i-Azam University,Pakistan,46.0–49.2,31.6,23.6,84.4,26.9,56.3
401–500,Rensselaer Polytechnic Institute,United States,46.0–49.2,35.6,29.6,60.6,90.4,77.5
401–500,"Royal Holloway, University of London",United Kingdom,46.0–49.2,31.1,29.3,72.8,65.0,94.2
401–500,Saint Louis University,United States,46.0–49.2,42.7,17.9,76.9,60.3,42.8
401–500,Saveetha Institute of Medical and Technical Sciences,India,46.0–49.2,34.0,16.0,88.6,19.4,72.5
401–500,Shanghai University,China,46.0–49.2,33.1,38.6,63.8,89.0,40.9
401–500,Shoolini University of Biotechnology and Management Sciences,India,46.0–49.2,29.9,21.3,87.2,22.6,71.4
401–500,SOAS University of London,United Kingdom,46.0–49.2,40.6,34.5,63.9,29.2,81.2
401–500,Stevens Institute of Technology,United States,46.0–49.2,27.2,28.0,76.1,68.4,82.6
401–500,Sunway University,Malaysia,46.0–49.2,23.9,21.2,86.4,32.7,83.1
401–500,Syracuse University,United States,46.0–49.2,33.8,30.8,69.5,65.6,54.2
401–500,Taipei Medical University,Taiwan,46.0–49.2,46.0,32.3,57.6,84.2,47.9
401–500,Tokyo Medical and Dental University (TMDU),Japan,46.0–49.2,46.4,34.2,55.5,96.9,37.8
401–500,TU Dortmund University,Germany,46.0–49.2,35.5,42.1,60.1,76.9,56.9
401–500,Tulane University,United States,46.0–49.2,43.2,23.1,74.4,66.1,52.3
401–500,Umm Al-Qura University,Saudi Arabia,46.0–49.2,35.2,24.1,75.4,35.1,71.8
401–500,Universiti Kebangsaan Malaysia,Malaysia,46.0–49.2,45.5,28.9,62.2,49.6,81.1
401–500,Universiti Sains Malaysia,Malaysia,46.0–49.2,42.2,28.5,63.5,56.6,75.2
401–500,Universiti Teknologi Malaysia,Malaysia,46.0–49.2,41.1,29.9,65.1,69.5,72.9
401–500,Universiti Utara Malaysia,Malaysia,46.0–49.2,38.4,28.6,66.9,27.3,80.9
401–500,University of Bordeaux,France,46.0–49.2,36.8,30.5,68.3,65.8,66.5
401–500,"University of California, Merced",United States,46.0–49.2,29.0,24.0,86.6,68.0,51.2
401–500,University of Canberra,Australia,46.0–49.2,23.1,31.4,74.5,52.9,90.2
401–500,University of Central Florida,United States,46.0–49.2,31.6,36.9,77.2,77.3,38.0
401–500,University of Coimbra,Portugal,46.0–49.2,30.8,40.3,61.4,80.2,55.3
401–500,University of Cyprus,Cyprus,46.0–49.2,27.4,26.0,74.1,63.2,76.2
401–500,University of Fribourg,Switzerland,46.0–49.2,36.1,34.2,63.3,70.9,83.4
401–500,University of Genoa,Italy,46.0–49.2,37.3,30.6,74.8,76.3,46.9
401–500,University of Greifswald,Germany,46.0–49.2,35.1,33.4,73.4,61.7,52.1
401–500,University of Guelph,Canada,46.0–49.2,33.9,36.3,66.4,80.4,65.7
401–500,University of Houston,United States,46.0–49.2,32.5,26.8,67.3,68.2,77.0
401–500,University of Hull,United Kingdom,46.0–49.2,23.6,24.2,77.4,55.5,88.6
401–500,University of Johannesburg,South Africa,46.0–49.2,28.4,36.9,67.6,77.3,82.3
401–500,University of Jyväskylä,Finland,46.0–49.2,29.4,34.2,76.6,47.5,48.6
401–500,University of Kentucky,United States,46.0–49.2,42.2,29.9,69.3,71.5,45.4
401–500,University of Lisbon,Portugal,46.0–49.2,30.4,39.6,66.4,71.4,60.0
401–500,University of Manitoba,Canada,46.0–49.2,28.1,34.4,73.1,63.3,60.4
401–500,University of Marburg,Germany,46.0–49.2,36.7,31.8,70.0,68.5,60.5
401–500,University of Nebraska-Lincoln,United States,46.0–49.2,33.9,31.5,66.9,66.8,63.6
401–500,University of Oregon,United States,46.0–49.2,32.6,29.6,79.0,72.6,42.1
401–500,University of Porto,Portugal,46.0–49.2,31.3,36.9,69.8,66.4,57.4
401–500,University of Portsmouth,United Kingdom,46.0–49.2,23.8,20.0,86.6,50.3,95.4
401–500,University of South Carolina-Columbia,United States,46.0–49.2,35.5,24.2,76.9,64.5,59.3
401–500,University of Stirling,United Kingdom,46.0–49.2,23.3,25.6,79.8,42.5,91.8
401–500,University of Tehran,Iran,46.0–49.2,37.0,33.7,72.5,65.6,35.7
401–500,University of Texas at Dallas,United States,46.0–49.2,28.5,26.7,79.4,73.0,62.9
401–500,University of Toulouse,France,46.0–49.2,30.4,31.1,65.7,68.7,73.9
401–500,University of Turin,Italy,46.0–49.2,24.2,31.7,82.2,73.7,44.1
401–500,University of Vaasa,Finland,46.0–49.2,23.9,27.7,90.2,31.8,66.7
401–500,University of Waikato,New Zealand,46.0–49.2,22.7,30.7,75.8,72.3,88.6
401–500,Verona University,Italy,46.0–49.2,33.2,28.9,81.3,68.0,44.6
401–500,Victoria University,Australia,46.0–49.2,23.5,29.7,74.5,62.1,74.5
401–500,Victoria University of Wellington,New Zealand,46.0–49.2,26.3,32.4,70.6,54.4,79.9
401–500,Virginia Commonwealth University,United States,46.0–49.2,36.9,23.3,80.6,73.2,35.7
401–500,Wake Forest University,United States,46.0–49.2,38.7,23.2,78.0,83.0,39.3
401–500,Washington State University,United States,46.0–49.2,36.9,33.9,69.1,82.1,59.1
401–500,York University,Canada,46.0–49.2,28.0,32.5,73.5,71.0,82.9
501–600,Åbo Akademi University,Finland,43.3–45.9,26.8,32.1,62.1,64.3,68.6
501–600,Ajou University,South Korea,43.3–45.9,35.6,38.7,53.9,94.2,47.8
501–600,American University of Beirut,Lebanon,43.3–45.9,33.2,23.1,66.6,85.2,70.7
501–600,Anglia Ruskin University (ARU),United Kingdom,43.3–45.9,20.6,15.0,82.4,29.1,93.3
501–600,Applied Science Private University,Jordan,43.3–45.9,22.0,17.7,84.2,20.5,85.2
501–600,Arabian Gulf University,Bahrain,43.3–45.9,44.5,12.7,68.9,27.3,93.5
501–600,Babol Noshirvani University of Technology,Iran,43.3–45.9,22.8,22.1,92.0,32.9,27.2
501–600,Ben-Gurion University of the Negev,Israel,43.3–45.9,35.8,31.7,59.9,72.0,35.5
501–600,Ca’ Foscari University of Venice,Italy,43.3–45.9,36.7,37.9,52.8,54.6,66.3
501–600,Campus Bio-Medico University of Rome,Italy,43.3–45.9,34.6,25.6,74.2,49.4,31.6
501–600,Carleton University,Canada,43.3–45.9,22.1,30.4,65.2,70.4,77.5
501–600,Centrale Nantes,France,43.3–45.9,41.0,31.3,47.1,85.1,87.1
501–600,Central Queensland University,Australia,43.3–45.9,19.1,25.3,83.0,43.9,70.3
501–600,"China University of Petroleum, Beijing",China,43.3–45.9,31.6,37.0,58.8,94.0,28.8
501–600,Complutense University of Madrid,Spain,43.3–45.9,40.6,32.4,58.9,56.5,47.2
501–600,Concordia University,Canada,43.3–45.9,23.9,30.6,65.2,66.5,87.5
501–600,Constructor University,Germany,43.3–45.9,35.3,34.0,49.1,83.7,93.9
501–600,Donghua University,China,43.3–45.9,30.1,23.9,75.0,91.7,40.4
501–600,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,France,43.3–45.9,41.5,26.0,48.6,87.4,83.2
501–600,Edinburgh Napier University,United Kingdom,43.3–45.9,18.2,19.0,78.8,41.7,95.8
501–600,Egypt-Japan University of Science and Technology (E-JUST),Egypt,43.3–45.9,34.2,28.4,68.2,37.3,51.0
501–600,ENSTA Bretagne,France,43.3–45.9,40.2,29.3,52.9,89.7,62.2
501–600,Georgia State University,United States,43.3–45.9,31.3,25.8,71.5,61.9,55.1
501–600,"Goldsmiths, University of London",United Kingdom,43.3–45.9,26.5,23.7,76.8,40.9,82.1
501–600,Hamburg University of Technology,Germany,43.3–45.9,36.5,26.8,59.3,85.5,61.1
501–600,Imam Abdulrahman Bin Faisal University,Saudi Arabia,43.3–45.9,32.9,20.1,75.1,21.8,75.6
501–600,Indian Institute of Technology Indore,India,43.3–45.9,43.6,27.1,64.5,35.5,35.0
501–600,Istanbul Technical University,Turkey,43.3–45.9,36.0,40.1,50.2,91.5,43.6
501–600,Jamia Millia Islamia,India,43.3–45.9,41.0,15.8,78.6,40.9,40.4
501–600,Jiangsu University,China,43.3–45.9,27.4,17.2,81.6,70.8,55.5
501–600,Jinan University (China),China,43.3–45.9,25.8,24.3,76.0,60.1,60.3
501–600,Keele University,United Kingdom,43.3–45.9,22.0,22.8,72.7,63.6,83.1
501–600,Konkuk University,South Korea,43.3–45.9,33.8,38.5,49.3,94.2,61.8
501–600,Kyungpook National University (KNU),South Korea,43.3–45.9,33.8,39.3,51.1,96.3,53.2
501–600,Lincoln University (New Zealand),New Zealand,43.3–45.9,31.5,26.2,63.3,56.6,89.8
501–600,Massey University,New Zealand,43.3–45.9,28.4,28.8,59.7,78.7,87.0
501–600,Maynooth University,Ireland,43.3–45.9,21.3,33.8,71.5,51.9,76.6
501–600,Memorial University of Newfoundland,Canada,43.3–45.9,30.3,26.1,64.2,83.7,87.3
501–600,Middlesex University,United Kingdom,43.3–45.9,24.3,18.2,78.3,42.3,93.6
501–600,Mizzou - University of Missouri,United States,43.3–45.9,40.0,25.6,65.0,69.9,53.0
501–600,National and Kapodistrian University of Athens,Greece,43.3–45.9,22.2,24.4,78.0,89.1,55.8
501–600,National Cheng Kung University (NCKU),Taiwan,43.3–45.9,35.6,38.6,49.4,99.8,41.6
501–600,National Taiwan Normal University,Taiwan,43.3–45.9,34.7,31.7,54.9,86.9,54.2
501–600,National Yunlin University of Science and Technology,Taiwan,43.3–45.9,23.7,28.0,79.0,76.3,46.8
501–600,Nazarbayev University,Kazakhstan,43.3–45.9,24.3,29.2,70.5,45.3,73.5
501–600,New Jersey Institute of Technology,United States,43.3–45.9,27.8,23.8,65.3,69.4,92.7
501–600,NOVA University of Lisbon,Portugal,43.3–45.9,30.2,34.1,60.2,72.9,63.0
501–600,Örebro University,Sweden,43.3–45.9,20.7,23.9,80.3,50.6,55.3
501–600,Paderborn University,Germany,43.3–45.9,32.3,38.8,53.7,78.0,49.3
501–600,Polytechnic University of Bari,Italy,43.3–45.9,24.4,28.8,73.1,69.1,42.0
501–600,Pontificia Universidad Católica de Chile,Chile,43.3–45.9,29.3,35.2,61.6,74.4,58.5
501–600,Princess Nourah bint Abdulrahman University,Saudi Arabia,43.3–45.9,27.0,19.8,76.3,32.0,92.6
501–600,Pusan National University,South Korea,43.3–45.9,38.7,39.0,47.8,93.0,40.7
501–600,Roskilde University,Denmark,43.3–45.9,21.7,34.1,67.0,76.5,55.6
501–600,Royal Veterinary College,United Kingdom,43.3–45.9,30.4,20.0,72.3,59.3,94.3
501–600,Rush University,United States,43.3–45.9,44.0,15.4,78.7,61.7,28.7
501–600,Shiraz University of Technology,Iran,43.3–45.9,31.2,22.8,78.9,40.5,36.5
501–600,"Soochow University, China",China,43.3–45.9,28.7,25.6,79.1,90.6,28.2
501–600,Southern Cross University,Australia,43.3–45.9,22.5,28.1,67.5,63.0,82.2
501–600,SUNY University at Albany,United States,43.3–45.9,28.4,30.1,69.0,68.4,58.7
501–600,Tehran University of Medical Sciences,Iran,43.3–45.9,49.4,25.3,54.2,77.3,42.2
501–600,The University of Tulsa,United States,43.3–45.9,37.3,17.6,72.5,63.6,47.5
501–600,TU Braunschweig,Germany,43.3–45.9,35.3,25.5,59.8,83.7,59.1
501–600,UEH University,Vietnam,43.3–45.9,13.3,26.8,93.2,53.6,48.5
501–600,Université du Québec,Canada,43.3–45.9,31.7,34.2,56.5,71.8,74.9
501–600,Universiti Brunei Darussalam,Brunei Darussalam,43.3–45.9,28.1,30.4,70.4,26.0,72.4
501–600,University of Arkansas,United States,43.3–45.9,29.4,31.9,68.1,65.4,36.4
501–600,University of Bradford,United Kingdom,43.3–45.9,20.4,22.0,76.1,57.5,91.7
501–600,University of Canterbury,New Zealand,43.3–45.9,27.5,27.8,62.7,64.0,82.6
501–600,University of Eastern Finland,Finland,43.3–45.9,28.8,29.8,72.5,66.5,49.1
501–600,University of Ferrara,Italy,43.3–45.9,31.7,25.4,73.6,65.8,43.0
501–600,University of Graz,Austria,43.3–45.9,31.9,23.5,64.2,49.6,81.8
501–600,University of Greenwich,United Kingdom,43.3–45.9,18.2,18.0,83.6,37.4,97.7
501–600,University of Huddersfield,United Kingdom,43.3–45.9,26.6,24.7,69.8,44.2,89.6
501–600,University of Iceland,Iceland,43.3–45.9,24.5,35.2,68.6,82.1,55.3
501–600,University of International Business and Economics,China,43.3–45.9,26.8,18.4,85.2,22.0,57.0
501–600,University of Klagenfurt,Austria,43.3–45.9,32.8,20.6,67.0,49.6,87.0
501–600,University of KwaZulu-Natal,South Africa,43.3–45.9,32.2,37.1,62.8,46.0,56.5
501–600,University of Limerick,Ireland,43.3–45.9,26.2,33.2,60.9,67.0,77.8
501–600,University of Messina,Italy,43.3–45.9,32.8,28.3,76.0,61.5,33.8
501–600,University of Modena and Reggio Emilia,Italy,43.3–45.9,32.2,25.2,76.4,78.1,39.5
501–600,University of Nebraska Medical Center,United States,43.3–45.9,37.4,16.3,78.8,65.9,39.9
501–600,University of Neuchâtel,Switzerland,43.3–45.9,31.8,25.7,63.9,46.5,85.9
501–600,University of Nicosia,Cyprus,43.3–45.9,22.0,23.2,75.8,39.7,90.5
501–600,University of Passau,Germany,43.3–45.9,32.7,37.0,58.9,69.7,59.2
501–600,University of Plymouth,United Kingdom,43.3–45.9,22.8,22.0,77.0,65.0,81.6
501–600,University of Salerno,Italy,43.3–45.9,30.6,26.9,72.5,59.6,37.6
501–600,University of Siegen,Germany,43.3–45.9,31.6,37.0,60.2,56.4,57.2
501–600,University of Trieste,Italy,43.3–45.9,33.0,26.4,70.8,54.8,50.4
501–600,University of Ulsan,South Korea,43.3–45.9,29.5,27.3,73.1,90.6,24.2
501–600,University of Valencia,Spain,43.3–45.9,27.9,27.0,72.0,68.6,53.8
